,,,Stand,Hit,Optimal,Optimal Return
18,4,True,"tensor(0.2933, grad_fn=<SelectBackward0>)","tensor(0.0872, grad_fn=<SelectBackward0>)",Stand,0.2932876944541931
18,4,False,"tensor(0.3090, grad_fn=<SelectBackward0>)","tensor(-0.6474, grad_fn=<SelectBackward0>)",Stand,0.30896419286727905
18,5,True,"tensor(0.4031, grad_fn=<SelectBackward0>)","tensor(0.1555, grad_fn=<SelectBackward0>)",Stand,0.40314584970474243
18,5,False,"tensor(0.3393, grad_fn=<SelectBackward0>)","tensor(-0.6101, grad_fn=<SelectBackward0>)",Stand,0.33929896354675293
18,6,True,"tensor(0.4535, grad_fn=<SelectBackward0>)","tensor(0.1927, grad_fn=<SelectBackward0>)",Stand,0.4534913897514343
18,6,False,"tensor(0.3974, grad_fn=<SelectBackward0>)","tensor(-0.5925, grad_fn=<SelectBackward0>)",Stand,0.39742761850357056
18,7,True,"tensor(0.4344, grad_fn=<SelectBackward0>)","tensor(0.1744, grad_fn=<SelectBackward0>)",Stand,0.43438059091567993
18,7,False,"tensor(0.4320, grad_fn=<SelectBackward0>)","tensor(-0.6531, grad_fn=<SelectBackward0>)",Stand,0.43195194005966187
18,8,True,"tensor(0.1985, grad_fn=<SelectBackward0>)","tensor(0.0572, grad_fn=<SelectBackward0>)",Stand,0.19846613705158234
18,8,False,"tensor(0.1293, grad_fn=<SelectBackward0>)","tensor(-0.6985, grad_fn=<SelectBackward0>)",Stand,0.1292627900838852
18,9,True,"tensor(-0.1335, grad_fn=<SelectBackward0>)","tensor(-0.0844, grad_fn=<SelectBackward0>)",Hit,-0.0844225212931633
18,9,False,"tensor(-0.2054, grad_fn=<SelectBackward0>)","tensor(-0.7340, grad_fn=<SelectBackward0>)",Stand,-0.20543090999126434
18,10,True,"tensor(-0.4767, grad_fn=<SelectBackward0>)","tensor(-0.2440, grad_fn=<SelectBackward0>)",Hit,-0.24398550391197205
18,10,False,"tensor(-0.4019, grad_fn=<SelectBackward0>)","tensor(-0.7834, grad_fn=<SelectBackward0>)",Stand,-0.4018929600715637
19,1,True,"tensor(0.0049, grad_fn=<SelectBackward0>)","tensor(-0.2575, grad_fn=<SelectBackward0>)",Stand,0.00494597852230072
19,1,False,"tensor(-0.1198, grad_fn=<SelectBackward0>)","tensor(-0.9218, grad_fn=<SelectBackward0>)",Stand,-0.11981385946273804
19,2,True,"tensor(0.4859, grad_fn=<SelectBackward0>)","tensor(-0.0421, grad_fn=<SelectBackward0>)",Stand,0.48591309785842896
19,2,False,"tensor(0.4551, grad_fn=<SelectBackward0>)","tensor(-0.8455, grad_fn=<SelectBackward0>)",Stand,0.4551333785057068
19,3,True,"tensor(0.5924, grad_fn=<SelectBackward0>)","tensor(0.0694, grad_fn=<SelectBackward0>)",Stand,0.592357337474823
19,3,False,"tensor(0.5793, grad_fn=<SelectBackward0>)","tensor(-0.7878, grad_fn=<SelectBackward0>)",Stand,0.5792788863182068
19,4,True,"tensor(0.5924, grad_fn=<SelectBackward0>)","tensor(0.1118, grad_fn=<SelectBackward0>)",Stand,0.5924002528190613
19,4,False,"tensor(0.6043, grad_fn=<SelectBackward0>)","tensor(-0.7236, grad_fn=<SelectBackward0>)",Stand,0.6042860150337219
19,5,True,"tensor(0.6263, grad_fn=<SelectBackward0>)","tensor(0.1720, grad_fn=<SelectBackward0>)",Stand,0.6262724995613098
19,5,False,"tensor(0.6159, grad_fn=<SelectBackward0>)","tensor(-0.6834, grad_fn=<SelectBackward0>)",Stand,0.6159264445304871
19,6,True,"tensor(0.6473, grad_fn=<SelectBackward0>)","tensor(0.2112, grad_fn=<SelectBackward0>)",Stand,0.6473392844200134
19,6,False,"tensor(0.6269, grad_fn=<SelectBackward0>)","tensor(-0.6600, grad_fn=<SelectBackward0>)",Stand,0.6269224286079407
19,7,True,"tensor(0.6905, grad_fn=<SelectBackward0>)","tensor(0.1974, grad_fn=<SelectBackward0>)",Stand,0.6905030012130737
19,7,False,"tensor(0.6993, grad_fn=<SelectBackward0>)","tensor(-0.7043, grad_fn=<SelectBackward0>)",Stand,0.6992706656455994
19,8,True,"tensor(0.6069, grad_fn=<SelectBackward0>)","tensor(0.0972, grad_fn=<SelectBackward0>)",Stand,0.6068718433380127
19,8,False,"tensor(0.5938, grad_fn=<SelectBackward0>)","tensor(-0.7837, grad_fn=<SelectBackward0>)",Stand,0.5938443541526794
19,9,True,"tensor(0.3280, grad_fn=<SelectBackward0>)","tensor(-0.0347, grad_fn=<SelectBackward0>)",Stand,0.3279963731765747
19,9,False,"tensor(0.2988, grad_fn=<SelectBackward0>)","tensor(-0.8196, grad_fn=<SelectBackward0>)",Stand,0.29878538846969604
19,10,True,"tensor(0.0042, grad_fn=<SelectBackward0>)","tensor(-0.1799, grad_fn=<SelectBackward0>)",Stand,0.004171252250671387
19,10,False,"tensor(0.0011, grad_fn=<SelectBackward0>)","tensor(-0.8677, grad_fn=<SelectBackward0>)",Stand,0.0010690838098526
20,1,True,"tensor(0.3417, grad_fn=<SelectBackward0>)","tensor(-0.2501, grad_fn=<SelectBackward0>)",Stand,0.3417434096336365
20,1,False,"tensor(0.2447, grad_fn=<SelectBackward0>)","tensor(-1.0002, grad_fn=<SelectBackward0>)",Stand,0.24474628269672394
20,2,True,"tensor(0.7721, grad_fn=<SelectBackward0>)","tensor(-0.0115, grad_fn=<SelectBackward0>)",Stand,0.7720971703529358
20,2,False,"tensor(0.7484, grad_fn=<SelectBackward0>)","tensor(-0.9084, grad_fn=<SelectBackward0>)",Stand,0.7483834028244019
20,3,True,"tensor(0.7784, grad_fn=<SelectBackward0>)","tensor(0.0882, grad_fn=<SelectBackward0>)",Stand,0.7784498333930969
20,3,False,"tensor(0.7716, grad_fn=<SelectBackward0>)","tensor(-0.8535, grad_fn=<SelectBackward0>)",Stand,0.7716476321220398
20,4,True,"tensor(0.7604, grad_fn=<SelectBackward0>)","tensor(0.1284, grad_fn=<SelectBackward0>)",Stand,0.7603882551193237
20,4,False,"tensor(0.7789, grad_fn=<SelectBackward0>)","tensor(-0.7956, grad_fn=<SelectBackward0>)",Stand,0.7789129614830017
20,5,True,"tensor(0.7650, grad_fn=<SelectBackward0>)","tensor(0.1765, grad_fn=<SelectBackward0>)",Stand,0.7649747729301453
20,5,False,"tensor(0.7947, grad_fn=<SelectBackward0>)","tensor(-0.7525, grad_fn=<SelectBackward0>)",Stand,0.7946982979774475
20,6,True,"tensor(0.7859, grad_fn=<SelectBackward0>)","tensor(0.2193, grad_fn=<SelectBackward0>)",Stand,0.7858837246894836
20,6,False,"tensor(0.8009, grad_fn=<SelectBackward0>)","tensor(-0.7295, grad_fn=<SelectBackward0>)",Stand,0.8009155988693237
20,7,True,"tensor(0.8143, grad_fn=<SelectBackward0>)","tensor(0.2159, grad_fn=<SelectBackward0>)",Stand,0.8143183588981628
20,7,False,"tensor(0.8477, grad_fn=<SelectBackward0>)","tensor(-0.7687, grad_fn=<SelectBackward0>)",Stand,0.8477464318275452
20,8,True,"tensor(0.8166, grad_fn=<SelectBackward0>)","tensor(0.1056, grad_fn=<SelectBackward0>)",Stand,0.8166242837905884
20,8,False,"tensor(0.8783, grad_fn=<SelectBackward0>)","tensor(-0.8593, grad_fn=<SelectBackward0>)",Stand,0.8783155083656311
20,9,True,"tensor(0.7377, grad_fn=<SelectBackward0>)","tensor(-0.0043, grad_fn=<SelectBackward0>)",Stand,0.7376998066902161
20,9,False,"tensor(0.7344, grad_fn=<SelectBackward0>)","tensor(-0.9063, grad_fn=<SelectBackward0>)",Stand,0.7344159483909607
20,10,True,"tensor(0.4566, grad_fn=<SelectBackward0>)","tensor(-0.1456, grad_fn=<SelectBackward0>)",Stand,0.4566473364830017
20,10,False,"tensor(0.4553, grad_fn=<SelectBackward0>)","tensor(-0.9423, grad_fn=<SelectBackward0>)",Stand,0.45533472299575806
